#TYPE Selected.System.Management.Automation.PSCustomObject
"Loop","Index","FrequencyChanges","NewFrequency"
"58","57312","-416","30835"
"58","57313","-393","30442"
"58","57314","-73804","-43362"
"58","57315","+17","-43345"
"58","57316","+8","-43337"
"58","57317","-14","-43351"
"58","57318","+12","-43339"
"58","57319","-22","-43361"
"58","57320","-19","-43380"
"58","57321","-7","-43387"
"58","57322","-3","-43390"
"58","57323","-14","-43404"
"58","57324","+8","-43396"
"58","57325","-3","-43399"
"58","57326","-3","-43402"
"58","57327","+16","-43386"
"58","57328","-14","-43400"
"58","57329","+5","-43395"
"58","57330","-19","-43414"
"58","57331","+16","-43398"
"58","57332","+15","-43383"
"58","57333","+8","-43375"
"58","57334","+11","-43364"
"58","57335","-14","-43378"
"58","57336","-13","-43391"
"58","57337","+3","-43388"
"58","57338","+14","-43374"
"58","57339","-15","-43389"
"58","57340","+19","-43370"
"58","57341","+26","-43344"
"58","57342","+8","-43336"
"58","57343","-11","-43347"
"58","57344","-12","-43359"
"58","57345","+17","-43342"
"58","57346","-12","-43354"
"58","57347","-12","-43366"
"58","57348","+20","-43346"
"58","57349","+22","-43324"
"58","57350","+13","-43311"
"58","57351","+14","-43297"
"58","57352","+13","-43284"
"58","57353","-3","-43287"
"58","57354","-2","-43289"
"58","57355","-1","-43290"
"58","57356","-4","-43294"
"58","57357","-16","-43310"
"58","57358","+7","-43303"
"58","57359","+12","-43291"
"58","57360","+18","-43273"
"58","57361","-15","-43288"
"58","57362","-11","-43299"
"58","57363","+7","-43292"
"58","57364","-15","-43307"
"58","57365","+11","-43296"
"58","57366","+16","-43280"
"58","57367","+13","-43267"
"58","57368","+16","-43251"
"58","57369","-2","-43253"
"58","57370","-9","-43262"
"58","57371","-4","-43266"
"58","57372","+6","-43260"
"58","57373","-8","-43268"
"58","57374","-27","-43295"
"58","57375","+16","-43279"
"58","57376","-7","-43286"
"58","57377","+87","-43199"
"58","57378","+17","-43182"
"58","57379","+11","-43171"
"58","57380","-12","-43183"
"58","57381","-2","-43185"
"58","57382","+11","-43174"
"58","57383","-13","-43187"
"58","57384","-9","-43196"
"58","57385","-10","-43206"
"58","57386","-21","-43227"
"58","57387","+15","-43212"
"58","57388","-23","-43235"
"58","57389","-15","-43250"
"58","57390","+13","-43237"
"58","57391","+11","-43226"
"58","57392","+37","-43189"
"58","57393","+16","-43173"
"58","57394","+22","-43151"
"58","57395","+16","-43135"
"58","57396","+12","-43123"
"58","57397","+18","-43105"
"58","57398","-9","-43114"
"58","57399","-8","-43122"
"58","57400","+19","-43103"
"58","57401","-5","-43108"
"58","57402","-4","-43112"
"58","57403","+13","-43099"
"58","57404","+8","-43091"
"58","57405","+4","-43087"
"58","57406","-9","-43096"
"58","57407","+4","-43092"
"58","57408","+9","-43083"
"58","57409","+4","-43079"
"58","57410","-19","-43098"
"58","57411","-2","-43100"
"58","57412","-11","-43111"
"58","57413","-2","-43113"
"58","57414","+16","-43097"
"58","57415","+17","-43080"
"58","57416","+6","-43074"
"58","57417","-8","-43082"
"58","57418","+19","-43063"
"58","57419","-2","-43065"
"58","57420","+6","-43059"
"58","57421","+2","-43057"
"58","57422","-10","-43067"
"58","57423","+12","-43055"
"58","57424","+6","-43049"
"58","57425","-20","-43069"
"58","57426","-6","-43075"
"58","57427","+5","-43070"
"58","57428","+14","-43056"
"58","57429","+12","-43044"
"58","57430","+20","-43024"
"58","57431","-21","-43045"
"58","57432","+22","-43023"
"58","57433","-2","-43025"
"58","57434","+9","-43016"
"58","57435","-2","-43018"
"58","57436","-14","-43032"
"58","57437","-15","-43047"
"58","57438","+14","-43033"
"58","57439","+7","-43026"
"58","57440","-2","-43028"
"58","57441","+9","-43019"
"58","57442","-19","-43038"
"58","57443","-52","-43090"
"58","57444","-20","-43110"
"58","57445","+4","-43106"
"58","57446","-1","-43107"
"58","57447","-18","-43125"
"58","57448","+9","-43116"
"58","57449","+7","-43109"
"58","57450","-17","-43126"
"58","57451","-22","-43148"
"58","57452","-20","-43168"
"58","57453","-7","-43175"
"58","57454","-2","-43177"
"58","57455","-9","-43186"
"58","57456","+8","-43178"
"58","57457","-3","-43181"
"58","57458","+11","-43170"
"58","57459","+18","-43152"
"58","57460","-7","-43159"
"58","57461","+17","-43142"
"58","57462","+22","-43120"
"58","57463","-18","-43138"
"58","57464","-15","-43153"
"58","57465","-19","-43172"
"58","57466","-8","-43180"
"58","57467","+13","-43167"
"58","57468","+3","-43164"
"58","57469","-15","-43179"
"58","57470","+17","-43162"
"58","57471","-3","-43165"
"58","57472","-43","-43208"
"58","57473","-34","-43242"
"58","57474","+9","-43233"
"58","57475","-37","-43270"
"58","57476","+41","-43229"
"58","57477","+141","-43088"
"58","57478","-16","-43104"
"58","57479","+19","-43085"
"58","57480","-10","-43095"
"58","57481","+14","-43081"
"58","57482","+4","-43077"
"58","57483","-7","-43084"
"58","57484","-17","-43101"
"58","57485","+12","-43089"
"58","57486","+23","-43066"
"58","57487","+2","-43064"
"58","57488","+16","-43048"
"58","57489","+36","-43012"
"58","57490","-61","-43073"
"58","57491","-253","-43326"
"58","57492","-41","-43367"
"58","57493","-44","-43411"
"58","57494","-17","-43428"
"58","57495","+10","-43418"
"58","57496","-9","-43427"
"58","57497","-5","-43432"
"58","57498","+15","-43417"
"58","57499","+20","-43397"
"58","57500","+16","-43381"
"58","57501","-4","-43385"
"58","57502","+3","-43382"
"58","57503","-12","-43394"
"58","57504","+21","-43373"
"58","57505","-11","-43384"
"58","57506","-9","-43393"
"58","57507","+16","-43377"
"58","57508","-24","-43401"
"58","57509","-12","-43413"
"58","57510","+5","-43408"
"58","57511","-2","-43410"
"58","57512","-6","-43416"
"58","57513","-18","-43434"
"58","57514","-15","-43449"
"58","57515","+16","-43433"
"58","57516","-10","-43443"
"58","57517","-5","-43448"
"58","57518","-4","-43452"
"58","57519","+8","-43444"
"58","57520","+6","-43438"
"58","57521","-20","-43458"
"58","57522","-3","-43461"
"58","57523","-19","-43480"
"58","57524","+7","-43473"
"58","57525","+4","-43469"
"58","57526","-3","-43472"
"58","57527","-11","-43483"
"58","57528","+20","-43463"
"58","57529","+4","-43459"
"58","57530","+17","-43442"
"58","57531","-3","-43445"
"58","57532","-5","-43450"
"58","57533","-3","-43453"
"58","57534","+6","-43447"
"58","57535","-4","-43451"
"58","57536","-16","-43467"
"58","57537","-15","-43482"
"58","57538","+3","-43479"
"58","57539","+19","-43460"
"58","57540","-18","-43478"
"58","57541","+16","-43462"
"58","57542","-9","-43471"
"58","57543","+17","-43454"
"58","57544","+15","-43439"
"58","57545","-25","-43464"
"58","57546","-12","-43476"
"58","57547","-17","-43493"
"58","57548","-17","-43510"
"58","57549","-4","-43514"
"58","57550","+13","-43501"
"58","57551","-15","-43516"
"58","57552","+4","-43512"
"58","57553","+17","-43495"
"58","57554","-7","-43502"
"58","57555","+13","-43489"
"58","57556","-18","-43507"
"58","57557","+4","-43503"
"58","57558","+3","-43500"
"58","57559","+10","-43490"
"58","57560","+5","-43485"
"58","57561","-1","-43486"
"58","57562","+12","-43474"
"58","57563","+9","-43465"
"58","57564","-19","-43484"
"58","57565","+16","-43468"
"58","57566","+2","-43466"
"58","57567","-11","-43477"
"58","57568","-14","-43491"
"58","57569","-14","-43505"
"58","57570","-14","-43519"
"58","57571","-2","-43521"
"58","57572","+6","-43515"
"58","57573","-3","-43518"
"58","57574","+1","-43517"
"58","57575","-15","-43532"
"58","57576","+3","-43529"
"58","57577","+2","-43527"
"58","57578","-11","-43538"
"58","57579","-9","-43547"
"58","57580","+4","-43543"
"58","57581","-3","-43546"
"58","57582","+13","-43533"
"58","57583","-1","-43534"
"58","57584","-20","-43554"
"58","57585","-19","-43573"
"58","57586","-13","-43586"
"58","57587","-8","-43594"
"58","57588","-1","-43595"
"58","57589","+13","-43582"
"58","57590","+8","-43574"
"58","57591","+9","-43565"
"58","57592","+2","-43563"
"58","57593","+6","-43557"
"58","57594","+8","-43549"
"58","57595","-9","-43558"
"58","57596","-20","-43578"
"58","57597","-5","-43583"
"58","57598","+11","-43572"
"58","57599","+20","-43552"
"58","57600","+2","-43550"
"58","57601","+9","-43541"
"58","57602","+15","-43526"
"58","57603","+17","-43509"
"58","57604","+3","-43506"
"58","57605","+18","-43488"
"58","57606","-20","-43508"
"58","57607","-3","-43511"
"58","57608","+7","-43504"
"58","57609","+8","-43496"
"58","57610","+15","-43481"
"58","57611","-6","-43487"
"58","57612","-10","-43497"
"58","57613","-16","-43513"
"58","57614","+19","-43494"
"58","57615","+2","-43492"
"58","57616","-32","-43524"
"58","57617","-7","-43531"
"58","57618","-11","-43542"
"58","57619","+3","-43539"
"58","57620","+11","-43528"
"58","57621","-25","-43553"
"58","57622","-11","-43564"
"58","57623","+16","-43548"
"58","57624","-3","-43551"
"58","57625","+16","-43535"
"58","57626","-35","-43570"
"58","57627","+10","-43560"
"58","57628","+16","-43544"
"58","57629","+24","-43520"
"58","57630","-3","-43523"
"58","57631","+1","-43522"
"58","57632","-15","-43537"
"58","57633","-8","-43545"
"58","57634","+20","-43525"
"58","57635","+27","-43498"
"58","57636","+23","-43475"
"58","57637","+20","-43455"
"58","57638","-1","-43456"
"58","57639","-14","-43470"
"58","57640","+34","-43436"
"58","57641","+14","-43422"
"58","57642","+3","-43419"
"58","57643","-18","-43437"
"58","57644","+6","-43431"
"58","57645","+10","-43421"
"58","57646","+9","-43412"
"58","57647","-18","-43430"
"58","57648","-27","-43457"
"58","57649","-42","-43499"
"58","57650","-41","-43540"
"58","57651","-37","-43577"
"58","57652","-12","-43589"
"58","57653","-22","-43611"
"58","57654","+15","-43596"
"58","57655","+12","-43584"
"58","57656","-19","-43603"
"58","57657","-18","-43621"
"58","57658","+17","-43604"
"58","57659","-15","-43619"
"58","57660","+18","-43601"
"58","57661","-4","-43605"
"58","57662","+20","-43585"
"58","57663","-12","-43597"
"58","57664","+17","-43580"
"58","57665","-34","-43614"
"58","57666","-23","-43637"
"58","57667","-8","-43645"
"58","57668","-27","-43672"
"58","57669","-4","-43676"
"58","57670","-8","-43684"
"58","57671","+20","-43664"
"58","57672","-10","-43674"
"58","57673","-8","-43682"
"58","57674","-19","-43701"
"58","57675","+8","-43693"
"58","57676","-4","-43697"
"58","57677","+11","-43686"
"58","57678","-1","-43687"
"58","57679","-11","-43698"
"58","57680","+9","-43689"
"58","57681","+1","-43688"
"58","57682","-4","-43692"
"58","57683","+15","-43677"
"58","57684","-6","-43683"
"58","57685","+3","-43680"
"58","57686","-10","-43690"
"58","57687","-10","-43700"
"58","57688","-4","-43704"
"58","57689","+5","-43699"
"58","57690","+28","-43671"
"58","57691","-2","-43673"
"58","57692","+15","-43658"
"58","57693","-21","-43679"
"58","57694","+19","-43660"
"58","57695","-1","-43661"
"58","57696","-6","-43667"
"58","57697","-8","-43675"
"58","57698","+13","-43662"
"58","57699","-44","-43706"
"58","57700","+3","-43703"
"58","57701","-9","-43712"
"58","57702","+3","-43709"
"58","57703","-24","-43733"
"58","57704","-19","-43752"
"58","57705","+17","-43735"
"58","57706","-3","-43738"
"58","57707","+7","-43731"
"58","57708","-16","-43747"
"58","57709","+11","-43736"
"58","57710","+17","-43719"
"58","57711","-27","-43746"
"58","57712","-15","-43761"
"58","57713","-2","-43763"
"58","57714","-11","-43774"
"58","57715","-18","-43792"
"58","57716","+9","-43783"
"58","57717","-6","-43789"
"58","57718","-17","-43806"
"58","57719","+2","-43804"
"58","57720","-16","-43820"
"58","57721","+13","-43807"
"58","57722","+16","-43791"
"58","57723","-9","-43800"
"58","57724","+1","-43799"
"58","57725","-13","-43812"
"58","57726","-5","-43817"
"58","57727","-11","-43828"
"58","57728","+4","-43824"
"58","57729","-2","-43826"
"58","57730","+8","-43818"
"58","57731","+3","-43815"
"58","57732","+25","-43790"
"58","57733","+15","-43775"
"58","57734","-20","-43795"
"58","57735","+7","-43788"
"58","57736","+2","-43786"
"58","57737","+5","-43781"
"58","57738","-3","-43784"
"58","57739","-13","-43797"
"58","57740","-17","-43814"
"58","57741","-5","-43819"
"58","57742","-6","-43825"
"58","57743","+4","-43821"
"58","57744","+20","-43801"
"58","57745","+22","-43779"
"58","57746","+8","-43771"
"58","57747","+18","-43753"
"58","57748","-7","-43760"
"58","57749","+4","-43756"
"58","57750","+13","-43743"
"58","57751","-1","-43744"
"58","57752","-6","-43750"
"58","57753","-14","-43764"
"58","57754","-4","-43768"
"58","57755","-5","-43773"
"58","57756","-25","-43798"
"58","57757","+21","-43777"
"58","57758","-5","-43782"
"58","57759","-20","-43802"
"58","57760","+15","-43787"
"58","57761","+20","-43767"
"58","57762","+1","-43766"
"58","57763","+1","-43765"
"58","57764","+3","-43762"
"58","57765","+5","-43757"
"58","57766","+3","-43754"
"58","57767","+75248","31494"
"59","57768","+5","31499"
"59","57769","-11","31488"
"59","57770","+17","31505"
"59","57771","+9","31514"
"59","57772","-4","31510"
"59","57773","-2","31508"
"59","57774","+11","31519"
"59","57775","-10","31509"
"59","57776","-16","31493"
"59","57777","+18","31511"
"59","57778","+18","31529"
"59","57779","-2","31527"
"59","57780","-2","31525"
"59","57781","+17","31542"
"59","57782","+13","31555"
"59","57783","+14","31569"
"59","57784","-11","31558"
"59","57785","+19","31577"
"59","57786","-14","31563"
"59","57787","+8","31571"
"59","57788","+10","31581"
"59","57789","-3","31578"
"59","57790","-12","31566"
"59","57791","+13","31579"
"59","57792","-3","31576"
"59","57793","+18","31594"
"59","57794","-20","31574"
"59","57795","+8","31582"
"59","57796","+3","31585"
"59","57797","+8","31593"
"59","57798","+13","31606"
"59","57799","+9","31615"
"59","57800","+14","31629"
"59","57801","-11","31618"
"59","57802","-6","31612"
"59","57803","+16","31628"
"59","57804","-12","31616"
"59","57805","+14","31630"
"59","57806","-8","31622"
"59","57807","+3","31625"
"59","57808","-18","31607"
"59","57809","-11","31596"
"59","57810","+6","31602"
"59","57811","-2","31600"
"59","57812","-14","31586"
"59","57813","-2","31584"
"59","57814","+17","31601"
"59","57815","-2","31599"
"59","57816","+6","31605"
"59","57817","-1","31604"
"59","57818","-13","31591"
"59","57819","+20","31611"
"59","57820","+9","31620"
"59","57821","+14","31634"
"59","57822","-15","31619"
"59","57823","-16","31603"
"59","57824","+18","31621"
"59","57825","-4","31617"
"59","57826","-8","31609"
"59","57827","+5","31614"
"59","57828","+19","31633"
"59","57829","-1","31632"
"59","57830","+19","31651"
"59","57831","+11","31662"
"59","57832","-3","31659"
"59","57833","+16","31675"
"59","57834","-12","31663"
"59","57835","-6","31657"
"59","57836","+3","31660"
"59","57837","-7","31653"
"59","57838","-1","31652"
"59","57839","+4","31656"
"59","57840","-15","31641"
"59","57841","-5","31636"
"59","57842","+13","31649"
"59","57843","+9","31658"
"59","57844","+11","31669"
"59","57845","+2","31671"
"59","57846","+17","31688"
"59","57847","+12","31700"
"59","57848","-7","31693"
"59","57849","-16","31677"
"59","57850","+13","31690"
"59","57851","-11","31679"
"59","57852","-14","31665"
"59","57853","+22","31687"
"59","57854","+16","31703"
"59","57855","-8","31695"
"59","57856","+16","31711"
"59","57857","+8","31719"
"59","57858","-10","31709"
"59","57859","+8","31717"
"59","57860","-19","31698"
"59","57861","+17","31715"
"59","57862","-9","31706"
"59","57863","+8","31714"
"59","57864","-2","31712"
"59","57865","+18","31730"
"59","57866","+9","31739"
"59","57867","+1","31740"
"59","57868","+10","31750"
"59","57869","-14","31736"
"59","57870","+6","31742"
"59","57871","+2","31744"
"59","57872","+2","31746"
"59","57873","-15","31731"
"59","57874","-15","31716"
"59","57875","-6","31710"
"59","57876","+11","31721"
"59","57877","+16","31737"
"59","57878","-8","31729"
"59","57879","+14","31743"
"59","57880","-18","31725"
"59","57881","-12","31713"
"59","57882","+14","31727"
"59","57883","+7","31734"
"59","57884","-1","31733"
"59","57885","-13","31720"
"59","57886","-18","31702"
"59","57887","-13","31689"
"59","57888","+5","31694"
"59","57889","-3","31691"
"59","57890","-18","31673"
"59","57891","+7","31680"
"59","57892","-2","31678"
"59","57893","-2","31676"
"59","57894","+6","31682"
"59","57895","-12","31670"
"59","57896","+15","31685"
"59","57897","+1","31686"
"59","57898","+18","31704"
"59","57899","-8","31696"
"59","57900","+22","31718"
"59","57901","+6","31724"
"59","57902","-1","31723"
"59","57903","+9","31732"
"59","57904","+9","31741"
"59","57905","+17","31758"
"59","57906","+18","31776"
"59","57907","+9","31785"
"59","57908","+13","31798"
"59","57909","-8","31790"
"59","57910","-17","31773"
"59","57911","+16","31789"
"59","57912","+16","31805"
"59","57913","+12","31817"
"59","57914","-11","31806"
"59","57915","-6","31800"
"59","57916","-9","31791"
"59","57917","+13","31804"
"59","57918","+11","31815"
"59","57919","-8","31807"
"59","57920","-12","31795"
"59","57921","+8","31803"
"59","57922","-10","31793"
"59","57923","+17","31810"
"59","57924","-13","31797"
"59","57925","-17","31780"
"59","57926","+7","31787"
"59","57927","-10","31777"
"59","57928","-3","31774"
"59","57929","+4","31778"
"59","57930","+1","31779"
"59","57931","-11","31768"
"59","57932","+3","31771"
"59","57933","-6","31765"
"59","57934","+19","31784"
"59","57935","+4","31788"
"59","57936","+13","31801"
"59","57937","+1","31802"
"59","57938","+11","31813"
"59","57939","+6","31819"
"59","57940","-3","31816"
"59","57941","+16","31832"
"59","57942","+8","31840"
"59","57943","+1","31841"
"59","57944","+17","31858"
"59","57945","-10","31848"
"59","57946","+18","31866"
"59","57947","-3","31863"
"59","57948","-7","31856"
"59","57949","+20","31876"
"59","57950","+4","31880"
"59","57951","+1","31881"
"59","57952","-8","31873"
"59","57953","+1","31874"
"59","57954","-2","31872"
"59","57955","+12","31884"
"59","57956","-1","31883"
"59","57957","+8","31891"
"59","57958","+8","31899"
"59","57959","+18","31917"
"59","57960","-10","31907"
"59","57961","+6","31913"
"59","57962","-16","31897"
"59","57963","+1","31898"
"59","57964","-3","31895"
"59","57965","+10","31905"
"59","57966","-11","31894"
"59","57967","-1","31893"
"59","57968","-5","31888"
"59","57969","+15","31903"
"59","57970","-11","31892"
"59","57971","-10","31882"
"59","57972","+18","31900"
"59","57973","+4","31904"
"59","57974","+8","31912"
"59","57975","+14","31926"
"59","57976","+6","31932"
"59","57977","+16","31948"
"59","57978","+12","31960"
"59","57979","+2","31962"
"59","57980","-19","31943"
"59","57981","+18","31961"
"59","57982","-5","31956"
"59","57983","-16","31940"
"59","57984","-10","31930"
"59","57985","-7","31923"
"59","57986","-3","31920"
"59","57987","+13","31933"
"59","57988","+14","31947"
"59","57989","+16","31963"
"59","57990","+13","31976"
"59","57991","-12","31964"
"59","57992","+15","31979"
"59","57993","+8","31987"
"59","57994","+17","32004"
"59","57995","+10","32014"
"59","57996","+7","32021"
"59","57997","+6","32027"
"59","57998","+17","32044"
"59","57999","+19","32063"
"59","58000","+19","32082"
"59","58001","-16","32066"
"59","58002","+10","32076"
"59","58003","+4","32080"
"59","58004","-16","32064"
"59","58005","-14","32050"
"59","58006","+8","32058"
"59","58007","+7","32065"
"59","58008","-22","32043"
"59","58009","-8","32035"
"59","58010","-19","32016"
"59","58011","+13","32029"
"59","58012","+12","32041"
"59","58013","-18","32023"
"59","58014","-21","32002"
"59","58015","+10","32012"
"59","58016","-12","32000"
"59","58017","-2","31998"
"59","58018","-12","31986"
"59","58019","-11","31975"
"59","58020","-16","31959"
"59","58021","-20","31939"
"59","58022","+6","31945"
"59","58023","-3","31942"
"59","58024","+2","31944"
"59","58025","-16","31928"
"59","58026","+9","31937"
"59","58027","-13","31924"
"59","58028","+1","31925"
"59","58029","+2","31927"
"59","58030","-13","31914"
"59","58031","+15","31929"
"59","58032","+9","31938"
"59","58033","-7","31931"
"59","58034","+22","31953"
"59","58035","-2","31951"
"59","58036","+18","31969"
"59","58037","+5","31974"
"59","58038","+4","31978"
"59","58039","-20","31958"
"59","58040","+14","31972"
"59","58041","-17","31955"
"59","58042","-19","31936"
"59","58043","+16","31952"
"59","58044","-6","31946"
"59","58045","+19","31965"
"59","58046","+1","31966"
"59","58047","+5","31971"
"59","58048","+24","31995"
"59","58049","+11","32006"
"59","58050","-16","31990"
"59","58051","+15","32005"
"59","58052","+13","32018"
"59","58053","+15","32033"
"59","58054","-3","32030"
"59","58055","-5","32025"
"59","58056","-17","32008"
"59","58057","-1","32007"
"59","58058","+8","32015"
"59","58059","+5","32020"
"59","58060","-10","32010"
"59","58061","+9","32019"
"59","58062","-2","32017"
"59","58063","+7","32024"
"59","58064","-11","32013"
"59","58065","-17","31996"
"59","58066","-13","31983"
"59","58067","-1","31982"
"59","58068","-9","31973"
"59","58069","+4","31977"
"59","58070","-10","31967"
"59","58071","-26","31941"
"59","58072","-22","31919"
"59","58073","+16","31935"
"59","58074","+14","31949"
"59","58075","+21","31970"
"59","58076","-20","31950"
"59","58077","+43","31993"
"59","58078","+8","32001"
"59","58079","-12","31989"
"59","58080","+2","31991"
"59","58081","-7","31984"
"59","58082","+15","31999"
"59","58083","+12","32011"
"59","58084","+17","32028"
"59","58085","+12","32040"
"59","58086","-18","32022"
"59","58087","+16","32038"
"59","58088","-12","32026"
"59","58089","+13","32039"
"59","58090","+8","32047"
"59","58091","+14","32061"
"59","58092","-12","32049"
"59","58093","+26","32075"
"59","58094","-6","32069"
"59","58095","+18","32087"
"59","58096","-3","32084"
"59","58097","-7","32077"
"59","58098","+19","32096"
"59","58099","-5","32091"
"59","58100","+13","32104"
"59","58101","+12","32116"
"59","58102","-14","32102"
"59","58103","-7","32095"
"59","58104","-14","32081"
"59","58105","+13","32094"
"59","58106","+13","32107"
"59","58107","-18","32089"
"59","58108","-6","32083"
"59","58109","+3","32086"
"59","58110","-12","32074"
"59","58111","+5","32079"
"59","58112","-20","32059"
"59","58113","+19","32078"
"59","58114","-11","32067"
"59","58115","-7","32060"
"59","58116","-15","32045"
"59","58117","-11","32034"
"59","58118","+12","32046"
"59","58119","-14","32032"
"59","58120","+24","32056"
"59","58121","-1","32055"
"59","58122","+18","32073"
"59","58123","+24","32097"
"59","58124","-9","32088"
"59","58125","+11","32099"
"59","58126","+9","32108"
"59","58127","-3","32105"
"59","58128","+8","32113"
"59","58129","-21","32092"
"59","58130","+1","32093"
"59","58131","+17","32110"
"59","58132","+1","32111"
"59","58133","+4","32115"
"59","58134","+20","32135"
"59","58135","-12","32123"
"59","58136","-5","32118"
"59","58137","+23","32141"
"59","58138","-9","32132"
"59","58139","+6","32138"
"59","58140","-12","32126"
"59","58141","-36","32090"
"59","58142","+13","32103"
"59","58143","-3","32100"
"59","58144","+33","32133"
"59","58145","-2","32131"
"59","58146","+9","32140"
"59","58147","+11","32151"
"59","58148","+23","32174"
"59","58149","-18","32156"
"59","58150","+22","32178"
"59","58151","-11","32167"
"59","58152","+14","32181"
"59","58153","+9","32190"
"59","58154","+8","32198"
"59","58155","-12","32186"
"59","58156","+5","32191"
"59","58157","-3","32188"
"59","58158","-3","32185"
"59","58159","+8","32193"
"59","58160","+16","32209"
"59","58161","+6","32215"
"59","58162","-18","32197"
"59","58163","+10","32207"
"59","58164","-18","32189"
"59","58165","-6","32183"
"59","58166","-1","32182"
"59","58167","-2","32180"
"59","58168","+24","32204"
"59","58169","-17","32187"
"59","58170","+23","32210"
"59","58171","+16","32226"
"59","58172","-9","32217"
"59","58173","+10","32227"
"59","58174","+23","32250"
"59","58175","-10","32240"
"59","58176","+2","32242"
"59","58177","+2","32244"
"59","58178","-9","32235"
"59","58179","+13","32248"
"59","58180","+3","32251"
"59","58181","+18","32269"
"59","58182","+12","32281"
"59","58183","+15","32296"
"59","58184","+16","32312"
"59","58185","-3","32309"
"59","58186","-7","32302"
"59","58187","-7","32295"
"59","58188","-5","32290"
"59","58189","+9","32299"
"59","58190","+1","32300"
"59","58191","-3","32297"
"59","58192","-19","32278"
"59","58193","-7","32271"
"59","58194","+17","32288"
"59","58195","+3","32291"
"59","58196","+13","32304"
"59","58197","+25","32329"
"59","58198","-4","32325"
"59","58199","-1","32324"
"59","58200","-19","32305"
"59","58201","-7","32298"
"59","58202","+15","32313"
"59","58203","-21","32292"
"59","58204","+43","32335"
"59","58205","+17","32352"
"59","58206","+5","32357"
"59","58207","+19","32376"
"59","58208","+10","32386"
"59","58209","+14","32400"
"59","58210","-15","32385"
"59","58211","-12","32373"
"59","58212","+19","32392"
"59","58213","+19","32411"
"59","58214","-16","32395"
"59","58215","-7","32388"
"59","58216","-7","32381"
"59","58217","-15","32366"
"59","58218","+6","32372"
"59","58219","-8","32364"
"59","58220","+18","32382"
"59","58221","+12","32394"
"59","58222","-7","32387"
"59","58223","-18","32369"
"59","58224","+9","32378"
"59","58225","+18","32396"
"59","58226","+16","32412"
"59","58227","-23","32389"
"59","58228","-18","32371"
"59","58229","-3","32368"
"59","58230","+12","32380"
"59","58231","-15","32365"
"59","58232","+9","32374"
"59","58233","+3","32377"
"59","58234","-14","32363"
"59","58235","+16","32379"
"59","58236","+18","32397"
"59","58237","+13","32410"
"59","58238","+19","32429"
"59","58239","-1","32428"
"59","58240","+11","32439"
"59","58241","+14","32453"
"59","58242","-4","32449"
"59","58243","-16","32433"
"59","58244","+11","32444"
"59","58245","-12","32432"
"59","58246","+27","32459"
"59","58247","-1","32458"
"59","58248","-13","32445"
"59","58249","+9","32454"
"59","58250","+7","32461"
"59","58251","-9","32452"
"59","58252","-1","32451"
"59","58253","+14","32465"
"59","58254","-35","32430"
"59","58255","-28","32402"
"59","58256","+1","32403"
"59","58257","+4","32407"
"59","58258","+15","32422"
"59","58259","-18","32404"
"59","58260","+10","32414"
"59","58261","-6","32408"
"59","58262","+12","32420"
"59","58263","-2","32418"
"59","58264","-5","32413"
"59","58265","-23","32390"
"59","58266","+31","32421"
"59","58267","-23","32398"
"59","58268","-37","32361"
"59","58269","+6","32367"
"59","58270","-13","32354"
"59","58271","-3","32351"
"59","58272","+4","32355"
"59","58273","+38","32393"
"59","58274","-23","32370"
"59","58275","-28","32342"
"59","58276","-24","32318"
"59","58277","-15","32303"
"59","58278","+4","32307"
"59","58279","+3","32310"
"59","58280","-16","32294"
"59","58281","+32","32326"
"59","58282","+13","32339"
"59","58283","-24","32315"
"59","58284","-9","32306"
"59","58285","-41","32265"
"59","58286","-41","32224"
"59","58287","-13","32211"
"59","58288","-41","32170"
"59","58289","-17","32153"
"59","58290","+16","32169"
"59","58291","-3","32166"
"59","58292","-36","32130"
"59","58293","-136","31994"
"59","58294","-9","31985"
"59","58295","+7","31992"
"59","58296","-4","31988"
"59","58297","-54","31934"
"59","58298","+20","31954"
"59","58299","+3","31957"
"59","58300","+11","31968"
"59","58301","+13","31981"
"59","58302","+16","31997"
"59","58303","+6","32003"
"59","58304","+6","32009"
"59","58305","-29","31980"
"59","58306","-118","31862"
"59","58307","-68","31794"
"59","58308","-416","31378"
"59","58309","-393","30985"
"59","58310","-73804","-42819"
"59","58311","+17","-42802"
"59","58312","+8","-42794"
"59","58313","-14","-42808"
"59","58314","+12","-42796"
"59","58315","-22","-42818"
"59","58316","-19","-42837"
"59","58317","-7","-42844"
"59","58318","-3","-42847"
"59","58319","-14","-42861"
"59","58320","+8","-42853"
"59","58321","-3","-42856"
"59","58322","-3","-42859"
"59","58323","+16","-42843"
"59","58324","-14","-42857"
"59","58325","+5","-42852"
"59","58326","-19","-42871"
"59","58327","+16","-42855"
"59","58328","+15","-42840"
"59","58329","+8","-42832"
"59","58330","+11","-42821"
"59","58331","-14","-42835"
"59","58332","-13","-42848"
"59","58333","+3","-42845"
"59","58334","+14","-42831"
"59","58335","-15","-42846"
"59","58336","+19","-42827"
"59","58337","+26","-42801"
"59","58338","+8","-42793"
"59","58339","-11","-42804"
"59","58340","-12","-42816"
"59","58341","+17","-42799"
"59","58342","-12","-42811"
"59","58343","-12","-42823"
"59","58344","+20","-42803"
"59","58345","+22","-42781"
"59","58346","+13","-42768"
